source,target
FATTY_ACID_METABOLISM,IDH1
ADIPOGENESIS,IDH1
BILE_ACID_METABOLISM,IDH1
PEROXISOME,IDH1
GLYCOLYSIS,IDH1
ADIPOGENESIS,SULT1A1
UV_RESPONSE_UP,SULT1A1
ADIPOGENESIS,ARL4A
INTERFERON_GAMMA_RESPONSE,ARL4A
IL2_STAT5_SIGNALING,ARL4A
SPERMATOGENESIS,ARL4A
OXIDATIVE_PHOSPHORYLATION,NDUFS3
ADIPOGENESIS,NDUFS3
ADIPOGENESIS,DNAJC15
OXIDATIVE_PHOSPHORYLATION,ATP5PO
ADIPOGENESIS,ATP5PO
FATTY_ACID_METABOLISM,GPD2
ADIPOGENESIS,GPD2
COMPLEMENT,GPD2
ADIPOGENESIS,AK2
E2F_TARGETS,AK2
OXIDATIVE_PHOSPHORYLATION,PRDX3
ADIPOGENESIS,PRDX3
MYC_TARGETS_V1,PRDX3
OXIDATIVE_PHOSPHORYLATION,COX8A
ADIPOGENESIS,COX8A
FATTY_ACID_METABOLISM,ACADL
ADIPOGENESIS,ACADL
ADIPOGENESIS,CAVIN2
ADIPOGENESIS,ESYT1
ADIPOGENESIS,RIOK3
HEME_METABOLISM,RIOK3
OXIDATIVE_PHOSPHORYLATION,UQCRC1
ADIPOGENESIS,UQCRC1
OXIDATIVE_PHOSPHORYLATION,GRPEL1
ADIPOGENESIS,GRPEL1
UV_RESPONSE_UP,GRPEL1
ADIPOGENESIS,FABP4
ADIPOGENESIS,SQOR
ADIPOGENESIS,ENPP2
ADIPOGENESIS,BAZ2A
ADIPOGENESIS,PTGER3
ESTROGEN_RESPONSE_LATE,PTGER3
OXIDATIVE_PHOSPHORYLATION,NDUFB7
ADIPOGENESIS,NDUFB7
FATTY_ACID_METABOLISM,ADIPOR2
ADIPOGENESIS,ADIPOR2
APICAL_SURFACE,ADIPOR2
MTORC1_SIGNALING,ADIPOR2
ADIPOGENESIS,ATP1B3
ADIPOGENESIS,JAGN1
OXIDATIVE_PHOSPHORYLATION,ACAA2
FATTY_ACID_METABOLISM,ACAA2
ADIPOGENESIS,ACAA2
FATTY_ACID_METABOLISM,CIDEA
ADIPOGENESIS,CIDEA
KRAS_SIGNALING_UP,CIDEA
ADIPOGENESIS,CHUK
ADIPOGENESIS,BCL2L13
XENOBIOTIC_METABOLISM,ALDH2
ADIPOGENESIS,ALDH2
FATTY_ACID_METABOLISM,ME1
ADIPOGENESIS,ME1
MTORC1_SIGNALING,ME1
COMPLEMENT,ME1
GLYCOLYSIS,ME1
MYOGENESIS,SSPN
ADIPOGENESIS,SSPN
INTERFERON_GAMMA_RESPONSE,SSPN
PROTEIN_SECRETION,SSPN
ADIPOGENESIS,CHCHD10
OXIDATIVE_PHOSPHORYLATION,IDH3A
ADIPOGENESIS,IDH3A
ADIPOGENESIS,RAB34
ADIPOGENESIS,VEGFB
ANDROGEN_RESPONSE,LIFR
ADIPOGENESIS,LIFR
OXIDATIVE_PHOSPHORYLATION,ACO2
FATTY_ACID_METABOLISM,ACO2
XENOBIOTIC_METABOLISM,ACO2
ADIPOGENESIS,ACO2
ADIPOGENESIS,ELMOD3
ADIPOGENESIS,STOM
P53_PATHWAY,STOM
ADIPOGENESIS,FZD4
OXIDATIVE_PHOSPHORYLATION,SDHB
ADIPOGENESIS,SDHB
OXIDATIVE_PHOSPHORYLATION,SUCLG1
FATTY_ACID_METABOLISM,SUCLG1
ADIPOGENESIS,SUCLG1
ADIPOGENESIS,RNF11
ADIPOGENESIS,ARAF
ADIPOGENESIS,PPM1B
XENOBIOTIC_METABOLISM,POR
OXIDATIVE_PHOSPHORYLATION,POR
ADIPOGENESIS,POR
ADIPOGENESIS,DBT
ADIPOGENESIS,SLC5A6
OXIDATIVE_PHOSPHORYLATION,UQCRQ
ADIPOGENESIS,UQCRQ
XENOBIOTIC_METABOLISM,DHRS7
ADIPOGENESIS,DHRS7
OXIDATIVE_PHOSPHORYLATION,NDUFA5
ADIPOGENESIS,NDUFA5
ADIPOGENESIS,YWHAG
XENOBIOTIC_METABOLISM,PEMT
ADIPOGENESIS,PEMT
ADIPOGENESIS,UCK1
ADIPOGENESIS,SAMM50
ADIPOGENESIS,DHRS7B
ADIPOGENESIS,NKIRAS1
APICAL_JUNCTION,HADH
FATTY_ACID_METABOLISM,HADH
ADIPOGENESIS,HADH
MYOGENESIS,COL15A1
ADIPOGENESIS,COL15A1
UNFOLDED_PROTEIN_RESPONSE,PREB
ADIPOGENESIS,PREB
OXIDATIVE_PHOSPHORYLATION,CYC1
ADIPOGENESIS,CYC1
MYC_TARGETS_V1,CYC1
ADIPOGENESIS,NABP1
UNFOLDED_PROTEIN_RESPONSE,NABP1
XENOBIOTIC_METABOLISM,NMT1
ADIPOGENESIS,NMT1
MTORC1_SIGNALING,NMT1
ADIPOGENESIS,SCP2
BILE_ACID_METABOLISM,SCP2
PEROXISOME,SCP2
OXIDATIVE_PHOSPHORYLATION,DLAT
ADIPOGENESIS,DLAT
OXIDATIVE_PHOSPHORYLATION,MDH2
FATTY_ACID_METABOLISM,MDH2
ADIPOGENESIS,MDH2
GLYCOLYSIS,MDH2
ADIPOGENESIS,SPARCL1
KRAS_SIGNALING_UP,SPARCL1
ADIPOGENESIS,COQ5
ADIPOGENESIS,APLP2
ADIPOGENESIS,CD151
ADIPOGENESIS,LAMA4
OXIDATIVE_PHOSPHORYLATION,CS
ADIPOGENESIS,CS
OXIDATIVE_PHOSPHORYLATION,IDH3G
FATTY_ACID_METABOLISM,IDH3G
ADIPOGENESIS,IDH3G
ADIPOGENESIS,UBQLN1
ADIPOGENESIS,MIGA2
ADIPOGENESIS,SNCG
ADIPOGENESIS,ACLY
MTORC1_SIGNALING,ACLY
ADIPOGENESIS,CMPK1
OXIDATIVE_PHOSPHORYLATION,ACADM
FATTY_ACID_METABOLISM,ACADM
ADIPOGENESIS,ACADM
OXIDATIVE_PHOSPHORYLATION,UQCR11
ADIPOGENESIS,UQCR11
OXIDATIVE_PHOSPHORYLATION,BCKDHA
ADIPOGENESIS,BCKDHA
ADIPOGENESIS,ORM1
FATTY_ACID_METABOLISM,REEP6
ADIPOGENESIS,REEP6
ADIPOGENESIS,AGPAT3
FATTY_ACID_METABOLISM,LTC4S
ADIPOGENESIS,LTC4S
OXIDATIVE_PHOSPHORYLATION,DLD
FATTY_ACID_METABOLISM,DLD
ADIPOGENESIS,DLD
GLYCOLYSIS,DLD
ADIPOGENESIS,G3BP2
ADIPOGENESIS,PEX14
UV_RESPONSE_DN,PEX14
PEROXISOME,PEX14
ADIPOGENESIS,GPAT4
ADIPOGENESIS,MAP4K3
ADIPOGENESIS,TKT
OXIDATIVE_PHOSPHORYLATION,ECHS1
FATTY_ACID_METABOLISM,ECHS1
ADIPOGENESIS,ECHS1
ADIPOGENESIS,PPP1R15B
XENOBIOTIC_METABOLISM,APOE
ADIPOGENESIS,APOE
XENOBIOTIC_METABOLISM,FAH
ADIPOGENESIS,FAH
IL2_STAT5_SIGNALING,FAH
ADIPOGENESIS,LEP
FATTY_ACID_METABOLISM,ACADS
ADIPOGENESIS,ACADS
ADIPOGENESIS,MCCC1
ADIPOGENESIS,RTN3
ADIPOGENESIS,DRAM2
ADIPOGENESIS,ELOVL6
MTORC1_SIGNALING,ELOVL6
ESTROGEN_RESPONSE_LATE,TST
ADIPOGENESIS,TST
UV_RESPONSE_UP,TST
ADIPOGENESIS,ITGA7
MYOGENESIS,ITGA7
APICAL_JUNCTION,CRAT
MYOGENESIS,CRAT
FATTY_ACID_METABOLISM,CRAT
ADIPOGENESIS,CRAT
PEROXISOME,CRAT
OXIDATIVE_PHOSPHORYLATION,PHYH
ADIPOGENESIS,PHYH
BILE_ACID_METABOLISM,PHYH
OXIDATIVE_PHOSPHORYLATION,MRPL15
ADIPOGENESIS,MRPL15
ADIPOGENESIS,ABCB8
XENOBIOTIC_METABOLISM,DDT
ADIPOGENESIS,DDT
OXIDATIVE_PHOSPHORYLATION,COX7B
ADIPOGENESIS,COX7B
ADIPOGENESIS,LPCAT3
ADIPOGENESIS,ADIPOQ
ADIPOGENESIS,CYP4B1
ADIPOGENESIS,SLC27A1
OXIDATIVE_PHOSPHORYLATION,NDUFAB1
ADIPOGENESIS,NDUFAB1
MYC_TARGETS_V1,NDUFAB1
FATTY_ACID_METABOLISM,CPT2
ADIPOGENESIS,CPT2
ANDROGEN_RESPONSE,DNAJB9
ADIPOGENESIS,DNAJB9
UNFOLDED_PROTEIN_RESPONSE,DNAJB9
ADIPOGENESIS,TALDO1
SPERMATOGENESIS,TALDO1
GLYCOLYSIS,TALDO1
XENOBIOTIC_METABOLISM,SLC1A5
ADIPOGENESIS,SLC1A5
MTORC1_SIGNALING,SLC1A5
IL2_STAT5_SIGNALING,SLC1A5
ANDROGEN_RESPONSE,RRP12
ESTROGEN_RESPONSE_EARLY,RRP12
MYC_TARGETS_V2,RRP12
ESTROGEN_RESPONSE_LATE,NXT1
ESTROGEN_RESPONSE_EARLY,NXT1
ESTROGEN_RESPONSE_EARLY,TSKU
ESTROGEN_RESPONSE_LATE,FAM102A
ESTROGEN_RESPONSE_EARLY,FAM102A
ESTROGEN_RESPONSE_EARLY,SYBU
ESTROGEN_RESPONSE_LATE,SLC16A1
ESTROGEN_RESPONSE_EARLY,SLC16A1
ESTROGEN_RESPONSE_EARLY,AKAP1
ESTROGEN_RESPONSE_LATE,SLC24A3
ESTROGEN_RESPONSE_EARLY,SLC24A3
ESTROGEN_RESPONSE_LATE,PLAAT3
ESTROGEN_RESPONSE_EARLY,PLAAT3
ESTROGEN_RESPONSE_LATE,ITPK1
ESTROGEN_RESPONSE_EARLY,ITPK1
ESTROGEN_RESPONSE_EARLY,OLFML3
ESTROGEN_RESPONSE_EARLY,ELF3
GLYCOLYSIS,ELF3
ESTROGEN_RESPONSE_EARLY,SLC1A1
ESTROGEN_RESPONSE_EARLY,DEPTOR
ESTROGEN_RESPONSE_EARLY,GFRA1
ESTROGEN_RESPONSE_LATE,PDLIM3
ESTROGEN_RESPONSE_EARLY,PDLIM3
UV_RESPONSE_UP,PDLIM3
MYOGENESIS,SVIL
ESTROGEN_RESPONSE_EARLY,SVIL
ESTROGEN_RESPONSE_EARLY,ABAT
P53_PATHWAY,ABAT
ESTROGEN_RESPONSE_EARLY,ADCY1
IL2_STAT5_SIGNALING,DHRS3
ESTROGEN_RESPONSE_EARLY,DHRS3
PEROXISOME,DHRS3
APICAL_JUNCTION,CALB2
ESTROGEN_RESPONSE_EARLY,CALB2
ANDROGEN_RESPONSE,FKBP5
ESTROGEN_RESPONSE_LATE,FKBP5
ESTROGEN_RESPONSE_EARLY,FKBP5
ESTROGEN_RESPONSE_LATE,TFAP2C
ESTROGEN_RESPONSE_EARLY,TFAP2C
ESTROGEN_RESPONSE_EARLY,UGCG
ESTROGEN_RESPONSE_LATE,ALDH3B1
ESTROGEN_RESPONSE_EARLY,ALDH3B1
HEME_METABOLISM,ENDOD1
ESTROGEN_RESPONSE_EARLY,ENDOD1
ESTROGEN_RESPONSE_EARLY,MREG
ESTROGEN_RESPONSE_EARLY,KAZN
ESTROGEN_RESPONSE_EARLY,PODXL
ESTROGEN_RESPONSE_LATE,MAPT
ESTROGEN_RESPONSE_EARLY,MAPT
ESTROGEN_RESPONSE_LATE,CYP26B1
ESTROGEN_RESPONSE_EARLY,CYP26B1
ESTROGEN_RESPONSE_LATE,OVOL2
ESTROGEN_RESPONSE_EARLY,OVOL2
MTORC1_SIGNALING,SLC1A4
UNFOLDED_PROTEIN_RESPONSE,SLC1A4
ESTROGEN_RESPONSE_LATE,SLC1A4
ESTROGEN_RESPONSE_EARLY,SLC1A4
ESTROGEN_RESPONSE_EARLY,MPPED2
ANDROGEN_RESPONSE,SLC26A2
ESTROGEN_RESPONSE_LATE,SLC26A2
ESTROGEN_RESPONSE_EARLY,SLC26A2
ESTROGEN_RESPONSE_LATE,PGR
ESTROGEN_RESPONSE_EARLY,PGR
COAGULATION,PRSS23
ESTROGEN_RESPONSE_LATE,PRSS23
ESTROGEN_RESPONSE_EARLY,PRSS23
UV_RESPONSE_DN,GJA1
EPITHELIAL_MESENCHYMAL_TRANSITION,GJA1
ESTROGEN_RESPONSE_EARLY,GJA1
MYOGENESIS,ADCY9
ESTROGEN_RESPONSE_EARLY,ADCY9
ESTROGEN_RESPONSE_EARLY,TBC1D30
ESTROGEN_RESPONSE_LATE,CHPT1
ESTROGEN_RESPONSE_EARLY,CHPT1
ESTROGEN_RESPONSE_EARLY,LAD1
ANDROGEN_RESPONSE,KRT8
ESTROGEN_RESPONSE_EARLY,KRT8
ESTROGEN_RESPONSE_EARLY,MYBBP1A
MYC_TARGETS_V2,MYBBP1A
ESTROGEN_RESPONSE_EARLY,WWC1
ESTROGEN_RESPONSE_EARLY,P2RY2
INFLAMMATORY_RESPONSE,P2RY2
XENOBIOTIC_METABOLISM,PTGES
ESTROGEN_RESPONSE_LATE,PTGES
ESTROGEN_RESPONSE_EARLY,PTGES
ESTROGEN_RESPONSE_LATE,FKBP4
ESTROGEN_RESPONSE_EARLY,FKBP4
UV_RESPONSE_UP,FKBP4
GLYCOLYSIS,FKBP4
ESTROGEN_RESPONSE_LATE,KCNK5
ESTROGEN_RESPONSE_EARLY,KCNK5
ESTROGEN_RESPONSE_LATE,PDZK1
ESTROGEN_RESPONSE_EARLY,PDZK1
INTERFERON_ALPHA_RESPONSE,ELF1
ESTROGEN_RESPONSE_EARLY,ELF1
ESTROGEN_RESPONSE_EARLY,SH3BP5
ESTROGEN_RESPONSE_EARLY,TUBB2B
XENOBIOTIC_METABOLISM,BLVRB
HEME_METABOLISM,BLVRB
ESTROGEN_RESPONSE_LATE,BLVRB
ESTROGEN_RESPONSE_EARLY,BLVRB
ESTROGEN_RESPONSE_EARLY,KRT15
KRAS_SIGNALING_DN,KRT15
MTORC1_SIGNALING,SLC9A3R1
ESTROGEN_RESPONSE_LATE,SLC9A3R1
ESTROGEN_RESPONSE_EARLY,SLC9A3R1
ESTROGEN_RESPONSE_LATE,MYOF
ESTROGEN_RESPONSE_EARLY,MYOF
ESTROGEN_RESPONSE_LATE,CLIC3
ESTROGEN_RESPONSE_EARLY,CLIC3
ESTROGEN_RESPONSE_EARLY,SYNGR1
ESTROGEN_RESPONSE_LATE,TMPRSS3
ESTROGEN_RESPONSE_EARLY,TMPRSS3
ESTROGEN_RESPONSE_LATE,FRK
ESTROGEN_RESPONSE_EARLY,FRK
ESTROGEN_RESPONSE_EARLY,SYT12
ESTROGEN_RESPONSE_EARLY,ZNF185
XENOBIOTIC_METABOLISM,PAPSS2
ESTROGEN_RESPONSE_LATE,PAPSS2
ESTROGEN_RESPONSE_EARLY,PAPSS2
BILE_ACID_METABOLISM,SLC27A2
ESTROGEN_RESPONSE_LATE,SLC27A2
ESTROGEN_RESPONSE_EARLY,SLC27A2
PEROXISOME,SLC27A2
ANDROGEN_RESPONSE,ELOVL5
FATTY_ACID_METABOLISM,ELOVL5
XENOBIOTIC_METABOLISM,ELOVL5
MTORC1_SIGNALING,ELOVL5
ESTROGEN_RESPONSE_LATE,ELOVL5
ESTROGEN_RESPONSE_EARLY,ELOVL5
PEROXISOME,ELOVL5
ESTROGEN_RESPONSE_EARLY,TTC39A
ESTROGEN_RESPONSE_EARLY,MSMB
ESTROGEN_RESPONSE_EARLY,MAST4
IL2_STAT5_SIGNALING,MUC1
ESTROGEN_RESPONSE_EARLY,MUC1
MTORC1_SIGNALING,XBP1
UNFOLDED_PROTEIN_RESPONSE,XBP1
IL2_STAT5_SIGNALING,XBP1
ESTROGEN_RESPONSE_LATE,XBP1
ESTROGEN_RESPONSE_EARLY,XBP1
ESTROGEN_RESPONSE_LATE,MYB
ESTROGEN_RESPONSE_EARLY,MYB
FATTY_ACID_METABOLISM,SLC22A5
ESTROGEN_RESPONSE_LATE,SLC22A5
ESTROGEN_RESPONSE_EARLY,SLC22A5
ESTROGEN_RESPONSE_EARLY,ESRP2
ESTROGEN_RESPONSE_EARLY,GAB2
ESTROGEN_RESPONSE_EARLY,MINDY1
ESTROGEN_RESPONSE_EARLY,SLC7A2
INFLAMMATORY_RESPONSE,SLC7A2
ESTROGEN_RESPONSE_EARLY,MYBL1
ESTROGEN_RESPONSE_EARLY,MED13L
IL2_STAT5_SIGNALING,LRIG1
ESTROGEN_RESPONSE_EARLY,LRIG1
ESTROGEN_RESPONSE_LATE,FOXC1
ESTROGEN_RESPONSE_EARLY,FOXC1
ESTROGEN_RESPONSE_EARLY,SNX24
ESTROGEN_RESPONSE_EARLY,ISG20L2
ESTROGEN_RESPONSE_EARLY,UNC119
ESTROGEN_RESPONSE_EARLY,RHOBTB3
BILE_ACID_METABOLISM,AR
ESTROGEN_RESPONSE_EARLY,AR
ESTROGEN_RESPONSE_LATE,DHRS2
ESTROGEN_RESPONSE_EARLY,DHRS2
ESTROGEN_RESPONSE_LATE,CALCR
ESTROGEN_RESPONSE_EARLY,CALCR
IL2_STAT5_SIGNALING,CISH
ESTROGEN_RESPONSE_LATE,CISH
ESTROGEN_RESPONSE_EARLY,CISH
ANDROGEN_RESPONSE,ABHD2
ESTROGEN_RESPONSE_LATE,ABHD2
ESTROGEN_RESPONSE_EARLY,ABHD2
APICAL_JUNCTION,CLDN7
ESTROGEN_RESPONSE_EARLY,CLDN7
ESTROGEN_RESPONSE_LATE,CELSR2
ESTROGEN_RESPONSE_EARLY,CELSR2
KRAS_SIGNALING_DN,CELSR2
ALLOGRAFT_REJECTION,INHBB
ESTROGEN_RESPONSE_EARLY,INHBB
P53_PATHWAY,INHBB
ESTROGEN_RESPONSE_EARLY,SLC19A2
P53_PATHWAY,SLC19A2
ESTROGEN_RESPONSE_EARLY,ASB13
ESTROGEN_RESPONSE_LATE,HR
ESTROGEN_RESPONSE_EARLY,HR
ESTROGEN_RESPONSE_EARLY,GREB1
MTORC1_SIGNALING,GLA
ESTROGEN_RESPONSE_LATE,GLA
ESTROGEN_RESPONSE_EARLY,GLA
PROTEIN_SECRETION,GLA
ESTROGEN_RESPONSE_EARLY,CBFA2T3
ESTROGEN_RESPONSE_EARLY,SEC14L2
ESTROGEN_RESPONSE_EARLY,MLPH
XENOBIOTIC_METABOLISM,IGFBP4
ESTROGEN_RESPONSE_LATE,IGFBP4
ESTROGEN_RESPONSE_EARLY,IGFBP4
EPITHELIAL_MESENCHYMAL_TRANSITION,IGFBP4
ESTROGEN_RESPONSE_EARLY,RHOD
ESTROGEN_RESPONSE_EARLY,KDM4B
ESTROGEN_RESPONSE_EARLY,RETREG1
ESTROGEN_RESPONSE_EARLY,CELSR1
HEDGEHOG_SIGNALING,CELSR1
ESTROGEN_RESPONSE_EARLY,RAB17
ESTROGEN_RESPONSE_EARLY,RASGRP1
INFLAMMATORY_RESPONSE,RASGRP1
UV_RESPONSE_UP,RASGRP1
COMPLEMENT,RASGRP1
ESTROGEN_RESPONSE_EARLY,TGIF2
ESTROGEN_RESPONSE_LATE,TJP3
ESTROGEN_RESPONSE_EARLY,TJP3
ESTROGEN_RESPONSE_LATE,SOX3
ESTROGEN_RESPONSE_EARLY,SOX3
ESTROGEN_RESPONSE_LATE,AMFR
ESTROGEN_RESPONSE_EARLY,AMFR
ESTROGEN_RESPONSE_LATE,NRIP1
ESTROGEN_RESPONSE_EARLY,NRIP1
ESTROGEN_RESPONSE_LATE,TFF3
ESTROGEN_RESPONSE_EARLY,TFF3
GLYCOLYSIS,TFF3
ESTROGEN_RESPONSE_LATE,OLFM1
ESTROGEN_RESPONSE_EARLY,OLFM1
UV_RESPONSE_UP,OLFM1
ESTROGEN_RESPONSE_EARLY,FCMR
ESTROGEN_RESPONSE_LATE,ANXA9
ESTROGEN_RESPONSE_EARLY,ANXA9
MYOGENESIS,TPD52L1
ESTROGEN_RESPONSE_LATE,TPD52L1
ESTROGEN_RESPONSE_EARLY,TPD52L1
P53_PATHWAY,TPD52L1
ESTROGEN_RESPONSE_EARLY,MED24
GLYCOLYSIS,MED24
ESTROGEN_RESPONSE_EARLY,DLC1
UV_RESPONSE_DN,DLC1
ESTROGEN_RESPONSE_LATE,MICB
ESTROGEN_RESPONSE_EARLY,MICB
ESTROGEN_RESPONSE_LATE,RPS6KA2
ESTROGEN_RESPONSE_EARLY,RPS6KA2
ESTROGEN_RESPONSE_LATE,NPY1R
ESTROGEN_RESPONSE_EARLY,NPY1R
ESTROGEN_RESPONSE_LATE,AFF1
ESTROGEN_RESPONSE_EARLY,AFF1
MYOGENESIS,ABLIM1
ESTROGEN_RESPONSE_EARLY,ABLIM1
ESTROGEN_RESPONSE_EARLY,KCNK15
MYOGENESIS,BAG1
ESTROGEN_RESPONSE_LATE,BAG1
ESTROGEN_RESPONSE_EARLY,BAG1
ESTROGEN_RESPONSE_LATE,TFF1
ESTROGEN_RESPONSE_EARLY,TFF1
ESTROGEN_RESPONSE_LATE,OPN3
ESTROGEN_RESPONSE_EARLY,OPN3
ESTROGEN_RESPONSE_EARLY,SLC39A6
ESTROGEN_RESPONSE_LATE,RET
ESTROGEN_RESPONSE_EARLY,RET
UV_RESPONSE_UP,RET
ESTROGEN_RESPONSE_LATE,PPIF
ESTROGEN_RESPONSE_EARLY,PPIF
UV_RESPONSE_UP,PPIF
PI3K_AKT_MTOR_SIGNALING,SFN
ESTROGEN_RESPONSE_LATE,SFN
ESTROGEN_RESPONSE_EARLY,SFN
P53_PATHWAY,SFN
ALLOGRAFT_REJECTION,JAK2
INTERFERON_GAMMA_RESPONSE,JAK2
ESTROGEN_RESPONSE_LATE,JAK2
ESTROGEN_RESPONSE_EARLY,JAK2
COMPLEMENT,JAK2
ESTROGEN_RESPONSE_EARLY,NADSYN1
ESTROGEN_RESPONSE_LATE,DYNLT3
ESTROGEN_RESPONSE_EARLY,DYNLT3
ESTROGEN_RESPONSE_LATE,ARL3
ESTROGEN_RESPONSE_EARLY,ARL3
MYOGENESIS,REEP1
ESTROGEN_RESPONSE_EARLY,REEP1
ESTROGEN_RESPONSE_LATE,RAPGEFL1
ESTROGEN_RESPONSE_EARLY,RAPGEFL1
ESTROGEN_RESPONSE_EARLY,BCL11B
ESTROGEN_RESPONSE_EARLY,THSD4
UNFOLDED_PROTEIN_RESPONSE,WFS1
ESTROGEN_RESPONSE_LATE,WFS1
ESTROGEN_RESPONSE_EARLY,WFS1
ESTROGEN_RESPONSE_EARLY,TMEM164
MYOGENESIS,NAV2
ESTROGEN_RESPONSE_EARLY,NAV2
ESTROGEN_RESPONSE_LATE,KLK10
ESTROGEN_RESPONSE_EARLY,KLK10
IL2_STAT5_SIGNALING,IGF1R
UV_RESPONSE_DN,IGF1R
ESTROGEN_RESPONSE_EARLY,IGF1R
ESTROGEN_RESPONSE_EARLY,ELOVL2
ESTROGEN_RESPONSE_EARLY,PEX11A
PEROXISOME,PEX11A
BILE_ACID_METABOLISM,PEX11A
ESTROGEN_RESPONSE_EARLY,SLC37A1
ESTROGEN_RESPONSE_LATE,NBL1
ESTROGEN_RESPONSE_EARLY,NBL1
EPITHELIAL_MESENCHYMAL_TRANSITION,CXCL12
ESTROGEN_RESPONSE_LATE,CXCL12
ESTROGEN_RESPONSE_EARLY,CXCL12
ESTROGEN_RESPONSE_LATE,KRT13
ESTROGEN_RESPONSE_EARLY,KRT13
KRAS_SIGNALING_DN,KRT13
ESTROGEN_RESPONSE_LATE,RBBP8
ESTROGEN_RESPONSE_EARLY,RBBP8
MTORC1_SIGNALING,ADD3
UV_RESPONSE_DN,ADD3
ESTROGEN_RESPONSE_LATE,ADD3
ESTROGEN_RESPONSE_EARLY,ADD3
ESTROGEN_RESPONSE_EARLY,INPP5F
BILE_ACID_METABOLISM,ABCA3
ESTROGEN_RESPONSE_LATE,ABCA3
ESTROGEN_RESPONSE_EARLY,ABCA3
HEME_METABOLISM,AQP3
ESTROGEN_RESPONSE_EARLY,AQP3
UV_RESPONSE_UP,AQP3
ANDROGEN_RESPONSE,KRT19
ESTROGEN_RESPONSE_LATE,KRT19
ESTROGEN_RESPONSE_EARLY,KRT19
ESTROGEN_RESPONSE_EARLY,FHL2
UV_RESPONSE_DN,FHL2
ESTROGEN_RESPONSE_LATE,SCNN1A
ESTROGEN_RESPONSE_EARLY,SCNN1A
ESTROGEN_RESPONSE_LATE,GAL
UV_RESPONSE_UP,GAL
ESTROGEN_RESPONSE_LATE,KIF20A
GLYCOLYSIS,KIF20A
ESTROGEN_RESPONSE_LATE,SERPINA3
KRAS_SIGNALING_UP,SERPINA3
FATTY_ACID_METABOLISM,UGDH
XENOBIOTIC_METABOLISM,UGDH
ESTROGEN_RESPONSE_LATE,UGDH
ESTROGEN_RESPONSE_LATE,DLG5
ESTROGEN_RESPONSE_LATE,LTF
COMPLEMENT,LTF
IL2_STAT5_SIGNALING,BATF
ESTROGEN_RESPONSE_LATE,BATF
FATTY_ACID_METABOLISM,ALDH3A2
ESTROGEN_RESPONSE_LATE,ALDH3A2
ESTROGEN_RESPONSE_LATE,PLXNB1
ESTROGEN_RESPONSE_LATE,XRCC3
ALLOGRAFT_REJECTION,PTPN6
INTERFERON_GAMMA_RESPONSE,PTPN6
ESTROGEN_RESPONSE_LATE,PTPN6
ESTROGEN_RESPONSE_LATE,GPER1
ESTROGEN_RESPONSE_LATE,KLK11
ESTROGEN_RESPONSE_LATE,TH
APICAL_JUNCTION,MDK
ESTROGEN_RESPONSE_LATE,MDK
ESTROGEN_RESPONSE_LATE,SNX10
ESTROGEN_RESPONSE_LATE,GFUS
GLYCOLYSIS,GFUS
ESTROGEN_RESPONSE_LATE,MOCS2
ESTROGEN_RESPONSE_LATE,RABEP1
ESTROGEN_RESPONSE_LATE,ST14
P53_PATHWAY,ST14
APICAL_JUNCTION,MAPK13
ESTROGEN_RESPONSE_LATE,MAPK13
BILE_ACID_METABOLISM,SLC29A1
ESTROGEN_RESPONSE_LATE,SLC29A1
ESTROGEN_RESPONSE_LATE,HSPA4L
SPERMATOGENESIS,HSPA4L
P53_PATHWAY,HSPA4L
ESTROGEN_RESPONSE_LATE,CHST8
ESTROGEN_RESPONSE_LATE,LLGL2
ESTROGEN_RESPONSE_LATE,IGSF1
ESTROGEN_RESPONSE_LATE,PERP
P53_PATHWAY,PERP
ESTROGEN_RESPONSE_LATE,TPSAB1
ESTROGEN_RESPONSE_LATE,TRIM29
ESTROGEN_RESPONSE_LATE,S100A9
COMPLEMENT,S100A9
ESTROGEN_RESPONSE_LATE,DNAJC12
ESTROGEN_RESPONSE_LATE,DNAJC1
ESTROGEN_RESPONSE_LATE,DCXR
XENOBIOTIC_METABOLISM,DCXR
P53_PATHWAY,DCXR
MYOGENESIS,CKB
ESTROGEN_RESPONSE_LATE,CKB
ESTROGEN_RESPONSE_LATE,SCUBE2
ESTROGEN_RESPONSE_LATE,NMU
ESTROGEN_RESPONSE_LATE,CPE
KRAS_SIGNALING_UP,CPE
XENOBIOTIC_METABOLISM,CA2
HEME_METABOLISM,CA2
IL2_STAT5_SIGNALING,CA2
FATTY_ACID_METABOLISM,CA2
ESTROGEN_RESPONSE_LATE,CA2
KRAS_SIGNALING_UP,CA2
COMPLEMENT,CA2
UV_RESPONSE_UP,CA2
ESTROGEN_RESPONSE_LATE,CACNA2D2
ESTROGEN_RESPONSE_LATE,RNASEH2A
E2F_TARGETS,RNASEH2A
ESTROGEN_RESPONSE_LATE,UNC13B
KRAS_SIGNALING_DN,FGFR3
ESTROGEN_RESPONSE_LATE,FGFR3
ESTROGEN_RESPONSE_LATE,ASCL1
ESTROGEN_RESPONSE_LATE,TSPAN13
KRAS_SIGNALING_UP,TSPAN13
OXIDATIVE_PHOSPHORYLATION,COX6C
ESTROGEN_RESPONSE_LATE,COX6C
ANDROGEN_RESPONSE,HOMER2
ESTROGEN_RESPONSE_LATE,HOMER2
